ecatalogue_key,irn,RegRegistrationNumber,Class,Order,Family,UpdatedScientificName,ScientificName,TypeStatus,Country,Locality,Latitude,Longitude,Extent_km,Certainty_Percent,Type,Notes
3567,1925334,1947.2.12.97-98,Amphibia,Anura,Hylidae,Boana cinerascens,Hyla granosa,Cotype,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
5978,1925335,1874.7.16.5-6,Amphibia,Anura,Hylidae,Boana cinerascens,Hyla granosa,Cotype,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
16787,1925332,1947.2.12.94-96,Amphibia,Anura,Hylidae,Boana cinerascens,Hyla granosa,Cotype,Brazil,Santarem,-2.451857,-54.701789,12.41,100,2.3,"Town on the banks of the Amazon in Brazil. Centroid taken from google maps, extent measured as distance from centroid to furthest extent of polygon provided by google maps. High certainty as this overestimates size of Santarem. "
41332,1925333,1875.10.22.7-9,Amphibia,Anura,Hylidae,Boana cinerascens,Hyla granosa,Cotype,Brazil,Santarem,-2.451857,-54.701789,12.41,100,2.3,"Town on the banks of the Amazon in Brazil. Centroid taken from google maps, extent measured as distance from centroid to furthest extent of polygon provided by google maps. High certainty as this overestimates size of Santarem. "
5611,1925058,1888.4.23.20-21,Amphibia,Anura,Hylidae,Ololygon catharinae,Hyla catharinae,Cotypes,Brazil,Sta Catharina,,,,,,Possible alternate spelling of Santa Catarina? Cannot find reference to Catharina anywhere
6803,1926833,1853.3.19.20,Amphibia,Anura,Hylidae,Phyllomedusa burmeisteri,Phyllomedusa burmeisteri,Cotypes,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
13638,1926834,1937.7.29.44,Amphibia,Anura,Hylidae,Phyllomedusa burmeisteri,Phyllomedusa burmeisteri,Cotypes,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
28102,1926832,1844.3.7.60-61,Amphibia,Anura,Hylidae,Phyllomedusa burmeisteri,Phyllomedusa burmeisteri,Cotypes,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
48074,1926829,1874.5.21.6,Amphibia,Anura,Hylidae,Phyllomedusa burmeisteri,Phyllomedusa burmeisteri,Cotypes,Brazil,Rio de Janeiro,-22.881962,-43.235426,292.89,100,2.2,"Both the state and the city have the same name, so cannot localise beyond state level. Centroid taken from google maps, extent measured to furthest point on google maps polygon. High certainty as state includes all of the city of the same name, and extent will overcompensate is most directions. "
54879,1926835,1856.4.7.7,Amphibia,Anura,Hylidae,Phyllomedusa burmeisteri,Phyllomedusa burmeisteri,Cotypes,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
62385,1926831,1842.6.26,Amphibia,Anura,Hylidae,Phyllomedusa burmeisteri,Phyllomedusa burmeisteri,Cotypes,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
64235,1926732,1936.12.3.119,Amphibia,Anura,Hylidae,Trachycephalus Tschudi,Phrynohyas zonata,Lectotype,Brazil,Amazonas,-3.41042,-65.856372,1021.52,100,2.2,"State in the west of Brazil, sharing a border with Peru. Centroid taken from google maps, extent measured to the marked borders on google maps (dashed and soild, depending on whether the border is shared with another state or country). High certainty as extent will overcompensate in many directions. "
1158,1925630,1964.171,Amphibia,Anura,Hylidae,Dendropsophus oliveirai,Hyla oliveirai,Paratype,Brazil,"Maracas, Bahia",-13.436249,-40.432862,2.51,75,2.1,REDO municiplaity in Bahia state containing town of same name. 
1201,1925285,1874.7.16.7,Amphibia,Anura,Hylidae,Boana geographica,Hyla geographica,Paratype,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
1976,1924988,1961.1663,Amphibia,Anura,Hylidae,Boana bischoffi,Hyla bischoffi multilineata,Paratype,Brazil,Sao Paulo,-23.544395,-46.761498,661.4,100,2.2,"State and city both have same name so cannot localise beyond state. Centroid taken from google maps placement, extent measured to furthest point of the locality polygon google maps provides. High level of overcompensation, so certianty is high."
2744,1927107,1961.1662,Amphibia,Anura,Hylidae,Sphaenorhynchus planicola,Sphaenorhynchus planicola,Paratype,Brazil,"40km, Estrada Rio, Sao Paulo",,,,,,
15767,1925287,1936.12.3.110,Amphibia,Anura,Hylidae,Dendropsophus oliveirai,Hyla geographica,Paratype,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
16613,1925408,1964.172,Amphibia,Anura,Hylidae,Dendropsophus leali,Hyla leali,Paratype,Brazil,"Forte Principe da Beira, Rondonia",-12.428006,-64.4229,0.51,100,2.3,"An old fort on the Brazil side of the Brazil/Bolivia border, on the river the Rio Itenez O Guapore. Centroid taken from google maps automatic pin placement. Extent measured from centroid to the furthest extent of the surrounding properties. High certainty as no naming conflicts and slight overcompensation in extent measurement. "
16735,1925451,1964.2008,Amphibia,Anura,Hylidae,Scinax madeirae,Hyla madeirae,Paratype,Brazil,"Porto Velho, Rondonia Territory",-8.762657,-63.900578,12.03,100,2.3,"Porto Velho in Rondonia State (no longer a territory). Centroid taken from google maps automatic placement, extent measured to furthest point of locality polygon (provided by google maps). High certainty as no naming conflicts and overestimation of extent in most directions. "
21364,1927112,1961.1661,Amphibia,Anura,Hylidae,Sphaenorhynchus Tschudi,Sphaenorhynchus oreophila,Paratype,Brazil,"Bonito, Serra da Bocarana",,,,,,Possible alternate spelling Bocaina instead of Bocarana
22435,1925284,1869.11.3.25,Amphibia,Anura,Hylidae,Dendropsophus oliveirai,Hyla geographica,Paratype,Brazil,Bahia,-12.357982,-41.406018,685.72,100,2.2,"State in Brazil. Centroid taken from google maps, extent measured to the furthest point of the state to the centriod. This overcompensates as state is not circular, and locality provided no conflicts so high certainty. "
45984,1925994,1988.15,Amphibia,Anura,Hylidae,Bokermannohyla sazimai,Hyla sazimai,Paratype,Brazil,"Parque Nacional Serra de Conastra, Mun. Sao Roque de Minas, Est. de Minas Gerais",,,,,,
45986,1926603,1988.149,Amphibia,Anura,Hylidae,Osteocephalus subtilis,Osteocephalus subtilis,Paratype,Brazil,"Coleta: Igrape Brasilia, Mun. Guzeiro do Sul, Est. Acre",,,,,,
59957,1926002,1961.1669-1670,Amphibia,Anura,Hylidae,Scinax similis,Hyla similis,Paratypes,Brazil,"Marquinhos, Rio de Janeiro",,,,,,"Probably a district in Rio de Janeiro, google maps defaults to a barbers shop in Rio. "
30168,1926853,1955.1.1.69,Amphibia,Anura,Hylidae,,Phyllomedusa jimbriata,Topotype,Brazil,"Paranapiacaba, Sao Paulo",-23.77746,-46.299775,1.25,100,2.2,"District of the municipality of Santo Andre within the state of Sao Paulo. Centroid taken from google maps auto placement. Extent measured as distance from centroid to the furthest extent of urbanisation (significant rail depot and what appears to be supporting structures but may be more houses extend slightly further than the village itself,but is continous with the village so I’ve included it to be safe). High certainty as no naming conflicts and with the inclusion of the rail structure the extent is overestimated."
53208,1926857,1940.4.24.13,Amphibia,Anura,Hylidae,Phasmahyla guttata,Phyllomedusa guttata,Topotypes,Brazil,"Tijuca, Federal district, Rio",-22.933009,-43.240949,3.41,100,2.2,"Nieghbourhood in the Northern zone of Rio de Janeiro city. Centroid taken from google maps autoplacment, extnet measured to the furthest point of the google maps extent polygon. High certainty as no naming conflicts and extent overestimates polygon in several areas. "
271,1925355,1862.5.7.9,Amphibia,Anura,Hylidae,Boana guentheri,Hyla guentheri,Type,Brazil,Rio Grande,-20.07096,-49.769785,51.74,25,2.5,"Copied from Naomi. Rio Grande. Used Google Maps for river and protocol to measure geographic center; extent measured equal to half the length of river. I gave 25% certainty score because it was unclear whether this was Rio Granda the river, or Rio Grande the district. However, this species distribution seems more likely to be the river."
2037,1925417,1915.3.9.18,Amphibia,Anura,Hylidae,Boana calcarata,Hyla leptoscelis,Type,Brazil,"Lago do Tachy, Rio Solimoes",,,,,,
6566,1926400,1888.4.18.20,Amphibia,Anura,Hylidae,Gastrotheca fissipes,Gastrotheca fissipes,Type,Brazil,"Iguarasse, Pernambuco",,,,,,potential misspelling (Igarassu?)
21066,1926354,1896.1.20.3,Amphibia,Anura,Hylidae,Corythomantis greeningi,Corythomantis greeningi,Type,Brazil,State of Espirito Santo,-19.182446,-40.317574,276.22,100,2.2,"State in Southeastern Brazil. Centroid taken from google maps autoplacement, extent measured to the furthest point of the google maps extent polygon. High certainty as no naming conflicts and slight overcompensation of extent. "
30314,1926938,1874.6.5.1,Amphibia,Anura,Hylidae,Phyllomedusa vaillantii,Phyllomedusa vaillantii,Type,Brazil,Santarem,-2.451857,-54.701789,12.41,100,2.3,"Town on the banks of the Amazon in Brazil. Centroid taken from google maps, extent measured as distance from centroid to furthest extent of polygon provided by google maps. High certainty as this overestimates size of Santarem. "
41333,1925391,1875.10.22.6,Amphibia,Anura,Hylidae,Dryaderces inframaculata,Hyla inframaculata,Type,Brazil,Santarem,-2.451857,-54.701789,12.41,100,2.3,"Town on the banks of the Amazon in Brazil. Centroid taken from google maps, extent measured as distance from centroid to furthest extent of polygon provided by google maps. High certainty as this overestimates size of Santarem. "
49551,1926706,1907.2.23.1,Amphibia,Anura,Hylidae,Trachycephalus resinifictrix,Phrynohyas resinifictrix,Type,Brazil,"S. Antonio de Prata, Para",,,,,,
50251,1925503,1914.3.20.9,Amphibia,Anura,Hylidae,Dendropsophus microps,Hyla microps,Type,Brazil,Teresopolis,-22.417932,-42.975393,40.13,50,2.2,"There are two Teresopolis in Brazil, sadly quite far apart. One is the Municipality located in the state or Rio de Janeiro, the other is a district of Porto Alegre, in the state of Rio grande do sul. I think it is more likely to be the municipality based on flora cover and species range (http://amphibiaweb.org:8000/cgi/amphib_query?where-genus=Dendropsophus&where-species=microps), so the coordinates are for there. Google maps searched locality description followed by 'Brazil'. Centroid is taken from google maps default (what's here pin dropped on locality name), extent measured from there to the furthest edge of area polygon provided by google maps using the measure distance tool. Low certainty as it is possible that this specimen was collected from the other Teresopolis. "
57298,1925455,1947.2.12.80,Amphibia,Anura,Hylidae,Boana marginata,Hyla marginata,Type,Brazil,"Mundo Navo, Rio Grande do Sul",,,,,,likely misspelling (Novo as opposed to Navo?) will get on second pass
64160,1925475,1868.11.16.3,Amphibia,Anura,Hylidae,Dendropsophus molitor,Hyla marmorata,Type,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
75692,1924636,1936.12.3.114,Amphibia,Anura,Hylidae,Boana albopunctata,Hyla albopunctata,Type,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
81808,1924632,1851.12.26.4,Amphibia,Anura,Hylidae,Boana albopunctata,Hyla albopunctata,Type,Brazil,Para,-1.437585,-55.132258,1020.04,100,2.2,"State in Northern Brazil, contains the Amazonia National Park. Centroid taken from google maps auto placement, extent measured from there to the furthest point of the extent polygon (provided by google maps). High certainty as no naming conflicts. "
6542,1926891,1885.6.26.54-59,Amphibia,Anura,Hylidae,Phyllomedusa iheringii,Phyllomedusa iheringii,Types,Brazil,"San Lorenzo Colony, Rio Grande do Sul",,,,,,no location match on google maps
15160,1925521,1947.2.12.86-91,Amphibia,Anura,Hylidae,Dendropsophus limai,Hyla minuta,Types,Brazil,"Lages, Santa Catarina",-27.816393,-50.325704,8.48,100,2.3,"Formerly Lajens, a small town within the state of Santa Catarina. Centroid taken from google maps default, extent measured to furthest point of the google maps polygon. High certainty as both state and place name line up, and extent over compensates in several directions. "
23585,1925522,1888.2.7.26-31,Amphibia,Anura,Hylidae,Dendropsophus limai,Hyla minuta,Types,Brazil,"Lages, Santa Catarina",-27.816393,-50.325704,8.48,100,2.3,"Formerly Lajens, a small town within the state of Santa Catarina. Centroid taken from google maps default, extent measured to furthest point of the google maps polygon. High certainty as both state and place name line up, and extent over compensates in several directions. "
49554,1926378,1894.5.23.14-15,Amphibia,Anura,Hylidae,Fritziana goeldii,Fritziana goeldii,Types,Brazil,"Col�nia Alpina, Teresopolis",-22.370947,-42.956868,1.95,75,2.3,"Colonial era town. Centroid taken from google maps standard (whats here pin dropped on name to provide coordinates). Extent measurement was difficult, as continuous housing linked up with other districts and towns, however extent was measured so that the midpoint between unbroken housing linking two districts was reached, and the furthest from the centroid was taken to be to largest possible extent. Uncertainty due to uncertainty in extent measurements. "
54864,1926735,1856.3.25.14,Amphibia,Anura,Hylidae,Trachycephalus typhonius,Phrynohyas zonata,Types,Brazil,Santarem,-2.451857,-54.701789,12.41,100,2.3,"Town on the banks of the Amazon in Brazil. Centroid taken from google maps, extent measured as distance from centroid to furthest extent of polygon provided by google maps. High certainty as this overestimates size of Santarem. "
57297,1924984,1888.11.30.7-8,Amphibia,Anura,Hylidae,Boana bischoffi,Hyla bischoffi,Types,Brazil,"Mundo Novo, Rio Grande do Sul",-29.657609,-50.763048,1.1,100,2.2,"Dstrict of Taquara. Centroid taken from google maps automatic placement, extent measured from there to the furthest point of the google maps extent polygone. High certainty as extent overestimates slightly and there were no naming conflicts."
57739,1949334,1882.7.17.9,Amphibia,Anura,Leptodactylidae,Physalaemus olfersii,Physalaemus olfersii,Cotype,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
36933,3633298,1947.2.14.85,Amphibia,Anura,Leptodactylidae,Euparkerella Griffiths,"Euparkerella braziliensis (Parker, 1926)",holotype,Brazil,"Serra dos Orgaos | Organ Mts., Brazil",,,,,,
5063,1949778,1961.1676,Amphibia,Anura,Leptodactylidae,Thoropa lutzi,"Thoropa lutzi Cochran, 1938",Paratype,Brazil,"Tijuca, R. de Janeiro",-22.933009,-43.240949,3.41,100,2.2,"Nieghbourhood in the Northern zone of Rio de Janeiro city. Centroid taken from google maps autoplacment, extnet measured to the furthest point of the google maps extent polygon. High certainty as no naming conflicts and extent overestimates polygon in several areas. "
42053,3635132,1988.151,Amphibia,Anura,Leptodactylidae,Paratelmatobius poecilogaster,"Paratelmatobius poecilogaster Giaretta and  Castanho, 1990",paratype,Brazil,"Camino de acesso a Pedra Lisa, Paranapiacaba, Municipio de  Santo Andre, Estado Sao Paulo",,,,,,"Translation provided by google translate “Access road to Pedra Lisa, Paranapiacaba, Municipality of Santo Andre, Sao Paulo State”"
42054,3635134,1988.152,Amphibia,Anura,Leptodactylidae,Paratelmatobius poecilogaster,"Paratelmatobius poecilogaster Giaretta and  Castanho, 1990",paratype,Brazil,"Camino de acesso a Pedra Lisa, Paranapiacaba, Municipio de  Santo Andre, Estado Sao Paulo",,,,,,
42447,3633998,1964.2009,Amphibia,Anura,Leptodactylidae,Ischnocnema octavioi,"Eleutherodactylidae octavioi Bokermann, 1965",paratype,Brazil,"Tijuca Mts., Rio de Janeiro | Tijuca Mts., Rio de Janeiro, state  of Guanabara, now Rio de Janeiro State",,,,,,
45992,1949174,1988.152,Amphibia,Anura,Leptodactylidae,Paratelmatobius poecilogaster,"Paratelmatobius poecilogaster Giaretta and  Castanho, 1990",Paratype,Brazil,"Mun. de Santo Andre, Estado Sao Paulo",-23.676157,-46.543736,,75,2.2,"Municiplaity of Santo Andre, Sao Paulo State, gotten from google translate. RED/GREEN issues here (can’t work out how to change the color of googles polygons so I’m having color blind issues here). Centroid found by google map searching ‘Santo André, State of São Paulo, Brazil, centroid’,  removed ‘centroid’ from search to get border polygon, extent measure from centroid to furtherst part of google polygon. Slight uncertainty as locality was translated (via google translate) and red/green colorblindess means I can’t see the borders well on this one. "
46000,1949173,1988.151,Amphibia,Anura,Leptodactylidae,Paratelmatobius poecilogaster,"Paratelmatobius poecilogaster Giaretta and  Castanho, 1990",Paratype,Brazil,"Camino de acesso a Pedra Lisa, Paranapiacaba",,,,,,
59960,3633844,1961.1676,Amphibia,Anura,Leptodactylidae,Thoropa lutzi,"Thoropa lutzi Cochran, 1938",paratype,Brazil,Tijuca,-22.933009,-43.240949,3.41,100,2.2,"Nieghbourhood in the Northern zone of Rio de Janeiro city. Centroid taken from google maps autoplacment, extnet measured to the furthest point of the google maps extent polygon. High certainty as no naming conflicts and extent overestimates polygon in several areas. "
16133,1947791,1964.2009,Amphibia,Anura,Leptodactylidae,Ischnocnema octavioi,Eleutherodactylus octavioi,Paratype,Brazil,"Tijuca, Rio de Janeiro, Guanabara",-22.933009,-43.240949,3.41,75,2.2,"Nieghbourhood in the Northern zone of Rio de Janeiro city. Centroid taken from google maps autoplacment, extnet measured to the furthest point of the google maps extent polygon. High certainty as no naming conflicts and extent overestimates polygon in several areas. Lower certainty as cannot locate Guanabara (presume it is a district)."
24850,1949201,1964.173,Amphibia,Anura,Leptodactylidae,Physalaemus centralis,Physalaemus centralis,Paratype,Brazil,"Xingu, Rio Colvene, Mato Grosso",,,,,,
25746,1948578,1947.2.17.53,Amphibia,Anura,Leptodactylidae,Leptodactylus parvulus,Leptodactylus nanus,Paratype,Brazil,"Humboldt, Sta. Catarina",,,,,,
36934,3633300,1947.2.14.86-87,Amphibia,Anura,Leptodactylidae,Sminthilus basiliensis,"Euparkerella braziliensis (Parker, 1926)",paratypes,Brazil,"Serra dos Orgaos | Organ Mts., Brazil",,,,,,
57785,3633530,1947.2.18.11,Amphibia,Anura,Leptodactylidae,Physalaemus olfersii,"Physalaemus olfersi (Lichtenstein and  Martens, 1856)",syntype,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
41626,1948470,1876.5.26.4-5,Amphibia,Anura,Leptodactylidae,Leptodactylus longirostris,Leptodactylus longirostris,Syntypes,Brazil,Santarem,-2.451857,-54.701789,12.41,100,2.3,"Town on the banks of the Amazon in Brazil. Centroid taken from google maps, extent measured as distance from centroid to furthest extent of polygon provided by google maps. High certainty as this overestimates size of Santarem. "
10567,1947228,1953.1.6.20,Amphibia,Anura,Leptodactylidae,Cycloramphus dubius,Cyclorhamphus dubius,Topotype,Brazil,"Km47, Old Road, Sao Paulo, Santos",,,,,,
33181,1947227,1953.1.6.21,Amphibia,Anura,Leptodactylidae,Cyclorhamphus eleutherodactylus,Cyclorhamphus eleutherodactylus,Topotype,Brazil,"Km47, Old Road, Sao Paulo, Santos",,,,,,
75473,1947373,1888.4.18.16,Amphibia,Anura,Leptodactylidae,Haddadus binotatus,"Eleutherodactylus binotatus (Spix, 1824)",Type,Brazil,"Iguaracu, Pernambuco",,,7.9,100,,potential misspelling (Igarassu?)
8744,1948805,1947.2.17.52,Amphibia,Anura,Leptodactylidae,Leptodactylus latinasus,Leptodactylus prognathus,Type,Brazil,Rio Grande do Sul,-30.053584,-51.217564,608.88,100,2.2,"Southern most state of Brazil. Centroid found from googling locality description plus ‘Brazil, centroid’, border polygon found by removing ‘centroid’ from search terms. Extent measrued from centroid to furthest edge of polygon. High certainty as no naming conflicts appeared in the search and as this is the broad scale extent will be an overestimate. "
30733,1949846,1902.11.25.7,Amphibia,Anura,Leptodactylidae,Zachaenus parvulus,Zachaenus parvulus,Type,Brazil,"Organ Mts, Rio de Janeiro",,,,,,
34246,1949540,1843.5.19.102,Amphibia,Anura,Leptodactylidae,Proceratophrys appendiculata,Proceratophrys appendiculata,Type,Brazil,,-10.77310891,-53.08981994,2572.55,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
46494,1947212,1845.5.25.8,Amphibia,Anura,Leptodactylidae,Crossodactylus gaudichaudi,Crossodactylus gaudichaudi,Type,Brazil,Rio de Janeiro,-22.881962,-43.235426,292.89,100,2.2,"Both the state and the city have the same name, so cannot localise beyond state level. Centroid taken from google maps, extent measured to furthest point on google maps polygon. High certainty as state includes all of the city of the same name, and extent will overcompensate is most directions. "
52906,1947233,1947.2.15.47,Amphibia,Anura,Leptodactylidae,Cycloramphus duseni,Cyclorhamphus duseni,Type,Brazil,Parana,-25.181692,-52.023057,397.28,75,2.2,"Parana is a state in Southern Brazil. Found by putting the locality description followed by ‘Brazil’ into the google maps. Centroid obtained by adding ‘centroid’ to the search term. Extent measured from there to the furthest point on the google maps supplied border polygon. 75 certainty as some there were some name conflicts, however these tended to be in a different country (Argentina). "
57299,1949200,1947.2.18.17,Amphibia,Anura,Leptodactylidae,Physalaemus bischoffii,Physalaemus bischoffii,Type,Brazil,"Mundo Novo, Rio Grande do Sul",-29.657136,-50.7629,1.05,100,2.3,"district of Taquara. Centroid taken from google maps standard (whats here pin dropped on name of place), extent measured to the furthest point of the google maps area polygon. No naming conflicts and extent is a slight overestimation of area so high certainty. "
61841,1949570,1873.5.1.1,Amphibia,Anura,Leptodactylidae,Proceratophrys boiei,Proceratophrys fryi,Type,Brazil,"Serra de Mantiquiera, Minas Gerais",,,,,,
75484,1947826,1888.4.18.17,Amphibia,Anura,Leptodactylidae,Pristimantis ramagii,Eleutherodactylus ramagii,Type,Brazil,"Iguarasse, Pernambuco",,,,,,potential misspelling (Igarassu?)
50252,1947799,1947.2.17.35,Amphibia,Anura,Leptodactylidae,Ischnocnema parva,"Eleutherodactylus parvus (Girard, 1853)",Types,Brazil,Teresopolis,-22.417932,-42.975393,40.13,50,2.2,"There are two Teresopolis in Brazil, sadly quite far apart. One is the Municipality located in the state or Rio de Janeiro, the other is a district of Porto Alegre, in the state of Rio grande do sul. I think it is more likely to be the municipality based on flora cover and species range (http://amphibiaweb.org:8000/cgi/amphib_query?where-genus=Dendropsophus&where-species=microps), so the coordinates are for there. Google maps searched locality description followed by 'Brazil'. Centroid is taken from google maps default (what's here pin dropped on locality name), extent measured from there to the furthest edge of area polygon provided by google maps using the measure distance tool. Low certainty as it is possible that this specimen was collected from the other Teresopolis. "
2391,1949330,1947.2.20.31-32,Amphibia,Anura,Leptodactylidae,Physalaemus nanus,Physalaemus nanus,Types,Brazil,"Lages, Sta. Catarina",-27.816393,-50.325704,8.48,100,2.3,"Formerly Lajens, a small town within the state of Santa Catarina. Centroid taken from google maps default, extent measured to furthest point of the google maps polygon. High certainty as both state and place name line up, and extent over compensates in several directions. "
24146,1947237,1905.7.24.13-16,Amphibia,Anura,Leptodactylidae,Cycloramphus asper,Cyclorhamphus neglectus,Types,Brazil,"Teresopolis, Sta. Catarina",-22.417932,-42.975393,40.13,50,2.2,"There are two Teresopolis in Brazil, sadly quite far apart. One is the Municipality located in the state or Rio de Janeiro, the other is a district of Porto Alegre, in the state of Rio grande do sul. I think it is more likely to be the municipality based on flora cover and species range (http://amphibiaweb.org:8000/cgi/amphib_query?where-genus=Dendropsophus&where-species=microps), so the coordinates are for there. Google maps searched locality description followed by 'Brazil'. Centroid is taken from google maps default (what's here pin dropped on locality name), extent measured from there to the furthest edge of area polygon provided by google maps using the measure distance tool. Low certainty as it is possible that this specimen was collected from the other Teresopolis. "
54140,1949308,1947.2.18.18-27,Amphibia,Anura,Leptodactylidae,Physalaemus gracilis,Physalaemus gracilis,Types,Brazil,Rio Grande do Sul,-30.053584,-51.217564,608.88,100,2.2,"Southern most state of Brazil. Centroid found from googling locality description plus ‘Brazil, centroid’, border polygon found by removing ‘centroid’ from search terms. Extent measrued from centroid to furthest edge of polygon. High certainty as no naming conflicts appeared in the search and as this is the broad scale extent will be an overestimate. "
35453,3343617,1947.2.11.49,Amphibia,Anura,Microhylidae,Chiasmocleis leucosticta,"Chiasmocleis leucosticta (Boulenger, 1888)",holotype,Brazil,"Sierra de Catharina, Sta. Catharina,  [Brazil]",,,,,,
35840,3341193,1925.11.5.1-2,Amphibia,Anura,Microhylidae,Chiasmocleis leucosticta,"Chiasmocleis spinulosa (Mir. Ribeiro, 1924)",syntypes,Brazil,"Sta. Catharina, [Brazil]",,,,,,
42814,3633318,1947.2.15.47,Amphibia,Anura,Ranidae,Cycloramphus duseni,"Cycloramphus duseni (Andersson, 1914)",paralectotype,Brazil,"Ypiranga, Serra do Mar, Parana | Parana, Brazil",,,,,,
50411,1927296,1939.1.1.65,Amphibia,Anura,Centrolenidae,Hyalinobatrachium taylori,Centrolenella taylori,Holotype,British Guiana,New River,3.238909,-57.598593,42.34,25,2.5,"Copied from Naomi. New River, Guyana. Used Google Maps for river and protocol to measure geographic center; extent measured equal to half the length of river."
50412,1927297,1939.1.1.64,Amphibia,Anura,Centrolenidae,Hyalinobatrachium taylori,Centrolenella taylori,Paratype,British Guiana,New River,3.238909,-57.598593,42.34,25,2.5,"Copied from Naomi. New River, Guyana. Used Google Maps for river and protocol to measure geographic center; extent measured equal to half the length of river."
1715,1925331,1872.10.16.45,Amphibia,Anura,Hylidae,Boana cinerascens,Hyla granosa,Cotype,British Guiana,Demerara Falls,,,,,,
32820,1925330,1947.2.12.93,Amphibia,Anura,Hylidae,Boana cinerascens,Hyla granosa,Cotype,British Guiana,Demerara Falls,,,,,,
1698,1925393,1965.808,Amphibia,Anura,Hylidae,Myersiohyla kanaima,Hyla kanaima,Paratype,British Guiana,"Mt Kanaimo, Potaro, mixed forest, near Camp, top of mountain",,,,,,
77203,1925388,1919.1.15.1,Amphibia,Anura,Hylidae,Myersiohyla kanaima,Hyla helenae,Paratype,British Guiana,Dunoon,,,,,,
11688,1927131,1967.654,Amphibia,Anura,Hylidae,Stefania woodleyi,Stefania woodleyi,Type,British Guiana,"Slope of Potaro R., Mt Kanaima",,,,,,
24715,1925392,1965.23,Amphibia,Anura,Hylidae,Myersiohyla kanaima,Hyla kanaima,Type,British Guiana,"Mt Kanaimo, Potaro, mixed forest, near Camp, top of mountain",,,,,,
78741,1925329,1938.10.3.25,Amphibia,Anura,Hylidae,Dendropsophus grandisonae,Hyla grandisonae,Type,British Guiana,Mazaruni (Forest),,,,,,
50441,1947638,1939.1.1.1,Amphibia,Anura,Leptodactylidae,Pristimantis inguinalis,"Eleutherodactylus inguinalis Parker, 1940",Holotype,British Guiana,"New River, 750ft",,,,,,
50442,1947639,1939.1.1.2,Amphibia,Anura,Leptodactylidae,Pristimantis inguinalis,"Eleutherodactylus inguinalis Parker, 1940",Paratype,British Guiana,"New River, 750ft",,,,,,
